,DivLog
1871-09-20,0.00021269494871594273
1871-09-21,0.00021269494871594273
1871-09-22,0.00021269494871594273
1871-09-25,0.00021269494871594273
1871-09-26,0.00021269494871594273
1871-09-27,0.00021269494871594273
1871-09-28,0.00021269494871594273
1871-09-29,0.00021269494871594273
1871-11-01,0.00021175780671134025
1871-11-02,0.00021175780671134025
1871-11-03,0.00021175780671134025
1871-11-06,0.00021175780671134025
1871-11-07,0.00021175780671134025
1871-11-08,0.00021175780671134025
1871-11-09,0.00021175780671134025
1871-11-10,0.00021175780671134025
1871-11-13,0.00021175780671134025
1871-11-14,0.00021175780671134025
1871-11-15,0.00021175780671134025
1871-11-16,0.00021175780671134025
1871-11-17,0.00021175780671134025
1871-11-20,0.00021175780671134025
1871-11-21,0.00021175780671134025
1871-11-22,0.00021175780671134025
1871-11-23,0.00021175780671134025
1871-11-24,0.00021175780671134025
1871-11-27,0.00021175780671134025
1871-11-28,0.00021175780671134025
1871-11-29,0.00021175780671134025
1871-11-30,0.00021175780671134025
1871-12-01,0.00021717196703055475
1871-12-04,0.00021717196703055475
1871-12-05,0.00021717196703055475
1871-12-06,0.00021717196703055475
1871-12-07,0.00021717196703055475
1871-12-08,0.00021717196703055475
1871-12-11,0.00021717196703055475
1871-12-12,0.00021717196703055475
1871-12-13,0.00021717196703055475
1871-12-14,0.00021717196703055475
1871-12-15,0.00021717196703055475
1871-12-18,0.00021717196703055475
1871-12-19,0.00021717196703055475
1871-12-20,0.00021717196703055475
1871-12-21,0.00021717196703055475
1871-12-22,0.00021717196703055475
1871-12-25,0.00021717196703055475
1871-12-26,0.00021717196703055475
1871-12-27,0.00021717196703055475
1871-12-28,0.00021717196703055475
1871-12-29,0.00021717196703055475
1872-01-01,0.0002109010684154863
1872-01-02,0.0002109010684154863
1872-01-03,0.0002109010684154863
1872-01-04,0.0002109010684154863
1872-01-05,0.0002109010684154863
1872-01-08,0.0002109010684154863
1872-01-09,0.0002109010684154863
1872-01-10,0.0002109010684154863
1872-01-11,0.0002109010684154863
1872-01-12,0.0002109010684154863
1872-01-15,0.0002109010684154863
1872-01-16,0.0002109010684154863
1872-01-17,0.0002109010684154863
1872-01-18,0.0002109010684154863
1872-01-19,0.0002109010684154863
1872-01-22,0.0002109010684154863
1872-01-23,0.0002109010684154863
1872-01-24,0.0002109010684154863
1872-01-25,0.0002109010684154863
1872-01-26,0.0002109010684154863
1872-01-29,0.0002109010684154863
1872-01-30,0.0002109010684154863
1872-01-31,0.0002109010684154863
1872-02-01,0.00021905043920517102
1872-02-02,0.00021905043920517102
1872-02-05,0.00021905043920517102
1872-02-06,0.00021905043920517102
1872-02-07,0.00021905043920517102
1872-02-08,0.00021905043920517102
1872-02-09,0.00021905043920517102
1872-02-12,0.00021905043920517102
1872-02-13,0.00021905043920517102
1872-02-14,0.00021905043920517102
1872-02-15,0.00021905043920517102
1872-02-16,0.00021905043920517102
1872-02-19,0.00021905043920517102
1872-02-20,0.00021905043920517102
1872-02-21,0.00021905043920517102
1872-02-22,0.00021905043920517102
1872-02-23,0.00021905043920517102
1872-02-26,0.00021905043920517102
1872-02-27,0.00021905043920517102
1872-02-28,0.00021905043920517102
1872-02-29,0.00021905043920517102
1872-03-01,0.00021211192139906546
1872-03-04,0.00021211192139906546
1872-03-05,0.00021211192139906546
1872-03-06,0.00021211192139906546
1872-03-07,0.00021211192139906546
1872-03-08,0.00021211192139906546
1872-03-11,0.00021211192139906546
1872-03-12,0.00021211192139906546
1872-03-13,0.00021211192139906546
1872-03-14,0.00021211192139906546
1872-03-15,0.00021211192139906546
1872-03-18,0.00021211192139906546
1872-03-19,0.00021211192139906546
1872-03-20,0.00021211192139906546
1872-03-21,0.00021211192139906546
1872-03-22,0.00021211192139906546
1872-03-25,0.00021211192139906546
1872-03-26,0.00021211192139906546
1872-03-27,0.00021211192139906546
1872-03-28,0.00021211192139906546
1872-03-29,0.00021211192139906546
1872-04-01,0.00019701013701185551
1872-04-02,0.00019701013701185551
1872-04-03,0.00019701013701185551
1872-04-04,0.00019701013701185551
1872-04-05,0.00019701013701185551
1872-04-08,0.00019701013701185551
1872-04-09,0.00019701013701185551
1872-04-10,0.00019701013701185551
1872-04-11,0.00019701013701185551
1872-04-12,0.00019701013701185551
1872-04-15,0.00019701013701185551
1872-04-16,0.00019701013701185551
1872-04-17,0.00019701013701185551
1872-04-18,0.00019701013701185551
1872-04-19,0.00019701013701185551
1872-04-22,0.00019701013701185551
1872-04-23,0.00019701013701185551
1872-04-24,0.00019701013701185551
1872-04-25,0.00019701013701185551
1872-04-26,0.00019701013701185551
1872-04-29,0.00019701013701185551
1872-04-30,0.00019701013701185551
1872-05-01,0.00019540824294953337
1872-05-02,0.00019540824294953337
1872-05-03,0.00019540824294953337
1872-05-06,0.00019540824294953337
1872-05-07,0.00019540824294953337
1872-05-08,0.00019540824294953337
1872-05-09,0.00019540824294953337
1872-05-10,0.00019540824294953337
1872-05-13,0.00019540824294953337
1872-05-14,0.00019540824294953337
1872-05-15,0.00019540824294953337
1872-05-16,0.00019540824294953337
1872-05-17,0.00019540824294953337
1872-05-20,0.00019540824294953337
1872-05-21,0.00019540824294953337
1872-05-22,0.00019540824294953337
1872-05-23,0.00019540824294953337
1872-05-24,0.00019540824294953337
1872-05-27,0.00019540824294953337
1872-05-28,0.00019540824294953337
1872-05-29,0.00019540824294953337
1872-05-30,0.00019540824294953337
1872-05-31,0.00019540824294953337
1872-06-03,0.000226904765424405
1872-06-04,0.000226904765424405
1872-06-05,0.000226904765424405
1872-06-06,0.000226904765424405
1872-06-07,0.000226904765424405
1872-06-10,0.000226904765424405
1872-06-11,0.000226904765424405
1872-06-12,0.000226904765424405
1872-06-13,0.000226904765424405
1872-06-14,0.000226904765424405
1872-06-17,0.000226904765424405
1872-06-18,0.000226904765424405
1872-06-19,0.000226904765424405
1872-06-20,0.000226904765424405
1872-06-21,0.000226904765424405
1872-06-24,0.000226904765424405
1872-06-25,0.000226904765424405
1872-06-26,0.000226904765424405
1872-06-27,0.000226904765424405
1872-06-28,0.000226904765424405
1872-07-01,0.0001984664848745521
1872-07-02,0.0001984664848745521
1872-07-03,0.0001984664848745521
1872-07-04,0.0001984664848745521
1872-07-05,0.0001984664848745521
1872-07-08,0.0001984664848745521
1872-07-09,0.0001984664848745521
1872-07-10,0.0001984664848745521
1872-07-11,0.0001984664848745521
1872-07-12,0.0001984664848745521
1872-07-15,0.0001984664848745521
1872-07-16,0.0001984664848745521
1872-07-17,0.0001984664848745521
1872-07-18,0.0001984664848745521
1872-07-19,0.0001984664848745521
1872-07-22,0.0001984664848745521
1872-07-23,0.0001984664848745521
1872-07-24,0.0001984664848745521
1872-07-25,0.0001984664848745521
1872-07-26,0.0001984664848745521
1872-07-29,0.0001984664848745521
1872-07-30,0.0001984664848745521
1872-07-31,0.0001984664848745521
1872-08-01,0.00021743246709028368
1872-08-02,0.00021743246709028368
1872-08-05,0.00021743246709028368
1872-08-06,0.00021743246709028368
1872-08-07,0.00021743246709028368
1872-08-08,0.00021743246709028368
1872-08-09,0.00021743246709028368
1872-08-12,0.00021743246709028368
1872-08-13,0.00021743246709028368
1872-08-14,0.00021743246709028368
1872-08-15,0.00021743246709028368
1872-08-16,0.00021743246709028368
1872-08-19,0.00021743246709028368
1872-08-20,0.00021743246709028368
1872-08-21,0.00021743246709028368
1872-08-22,0.00021743246709028368
1872-08-23,0.00021743246709028368
1872-08-26,0.00021743246709028368
1872-08-27,0.00021743246709028368
1872-08-28,0.00021743246709028368
1872-08-29,0.00021743246709028368
1872-08-30,0.00021743246709028368
1872-09-02,0.0002319178958075856
1872-09-03,0.0002319178958075856
1872-09-04,0.0002319178958075856
1872-09-05,0.0002319178958075856
1872-09-06,0.0002319178958075856
1872-09-09,0.0002319178958075856
1872-09-10,0.0002319178958075856
1872-09-11,0.0002319178958075856
1872-09-12,0.0002319178958075856
1872-09-13,0.0002319178958075856
1872-09-16,0.0002319178958075856
1872-09-17,0.0002319178958075856
1872-09-18,0.0002319178958075856
1872-09-19,0.0002319178958075856
1872-09-20,0.0002319178958075856
1872-09-23,0.0002319178958075856
1872-09-24,0.0002319178958075856
1872-09-25,0.0002319178958075856
1872-09-26,0.0002319178958075856
1872-09-27,0.0002319178958075856
1872-09-30,0.0002319178958075856
1872-11-01,0.00023989495380748004
1872-11-04,0.00023989495380748004
1872-11-05,0.00023989495380748004
1872-11-06,0.00023989495380748004
1872-11-07,0.00023989495380748004
1872-11-08,0.00023989495380748004
1872-11-11,0.00023989495380748004
1872-11-12,0.00023989495380748004
1872-11-13,0.00023989495380748004
1872-11-14,0.00023989495380748004
1872-11-15,0.00023989495380748004
1872-11-18,0.00023989495380748004
1872-11-19,0.00023989495380748004
1872-11-20,0.00023989495380748004
1872-11-21,0.00023989495380748004
1872-11-22,0.00023989495380748004
1872-11-25,0.00023989495380748004
1872-11-26,0.00023989495380748004
1872-11-27,0.00023989495380748004
1872-11-28,0.00023989495380748004
1872-11-29,0.00023989495380748004
1872-12-02,0.0002235840487089207
1872-12-03,0.0002235840487089207
1872-12-04,0.0002235840487089207
1872-12-05,0.0002235840487089207
1872-12-06,0.0002235840487089207
1872-12-09,0.0002235840487089207
1872-12-10,0.0002235840487089207
1872-12-11,0.0002235840487089207
1872-12-12,0.0002235840487089207
1872-12-13,0.0002235840487089207
1872-12-16,0.0002235840487089207
1872-12-17,0.0002235840487089207
1872-12-18,0.0002235840487089207
1872-12-19,0.0002235840487089207
1872-12-20,0.0002235840487089207
1872-12-23,0.0002235840487089207
1872-12-24,0.0002235840487089207
1872-12-25,0.0002235840487089207
1872-12-26,0.0002235840487089207
1872-12-27,0.0002235840487089207
1872-12-30,0.0002235840487089207
1872-12-31,0.0002235840487089207
1873-01-01,0.00027583445962491726
1873-01-02,0.00027583445962491726
1873-01-03,0.00027583445962491726
1873-01-06,0.00027583445962491726
1873-01-07,0.00027583445962491726
1873-01-08,0.00027583445962491726
1873-01-09,0.00027583445962491726
1873-01-10,0.00027583445962491726
1873-01-13,0.00027583445962491726
1873-01-14,0.00027583445962491726
1873-01-15,0.00027583445962491726
1873-01-16,0.00027583445962491726
1873-01-17,0.00027583445962491726
1873-01-20,0.00027583445962491726
1873-01-21,0.00027583445962491726
1873-01-22,0.00027583445962491726
1873-01-23,0.00027583445962491726
1873-01-24,0.00027583445962491726
1873-01-27,0.00027583445962491726
1873-01-28,0.00027583445962491726
1873-01-29,0.00027583445962491726
1873-01-30,0.00027583445962491726
1873-01-31,0.00027583445962491726
1873-02-03,0.00024213122378939953
1873-02-04,0.00024213122378939953
1873-02-05,0.00024213122378939953
1873-02-06,0.00024213122378939953
1873-02-07,0.00024213122378939953
1873-02-10,0.00024213122378939953
1873-02-11,0.00024213122378939953
1873-02-12,0.00024213122378939953
1873-02-13,0.00024213122378939953
1873-02-14,0.00024213122378939953
1873-02-17,0.00024213122378939953
1873-02-18,0.00024213122378939953
1873-02-19,0.00024213122378939953
1873-02-20,0.00024213122378939953
1873-02-21,0.00024213122378939953
1873-02-24,0.00024213122378939953
1873-02-25,0.00024213122378939953
1873-02-26,0.00024213122378939953
1873-02-27,0.00024213122378939953
1873-02-28,0.00024213122378939953
1873-03-03,0.00024012909383515861
1873-03-04,0.00024012909383515861
1873-03-05,0.00024012909383515861
1873-03-06,0.00024012909383515861
1873-03-07,0.00024012909383515861
1873-03-10,0.00024012909383515861
1873-03-11,0.00024012909383515861
1873-03-12,0.00024012909383515861
1873-03-13,0.00024012909383515861
1873-03-14,0.00024012909383515861
1873-03-17,0.00024012909383515861
1873-03-18,0.00024012909383515861
1873-03-19,0.00024012909383515861
1873-03-20,0.00024012909383515861
1873-03-21,0.00024012909383515861
1873-03-24,0.00024012909383515861
1873-03-25,0.00024012909383515861
1873-03-26,0.00024012909383515861
1873-03-27,0.00024012909383515861
1873-03-28,0.00024012909383515861
1873-03-31,0.00024012909383515861
1873-04-01,0.0002323895404251629
1873-04-02,0.0002323895404251629
1873-04-03,0.0002323895404251629
1873-04-04,0.0002323895404251629
1873-04-07,0.0002323895404251629
1873-04-08,0.0002323895404251629
1873-04-09,0.0002323895404251629
1873-04-10,0.0002323895404251629
1873-04-11,0.0002323895404251629
1873-04-14,0.0002323895404251629
1873-04-15,0.0002323895404251629
1873-04-16,0.0002323895404251629
1873-04-17,0.0002323895404251629
1873-04-18,0.0002323895404251629
1873-04-21,0.0002323895404251629
1873-04-22,0.0002323895404251629
1873-04-23,0.0002323895404251629
1873-04-24,0.0002323895404251629
1873-04-25,0.0002323895404251629
1873-04-28,0.0002323895404251629
1873-04-29,0.0002323895404251629
1873-04-30,0.0002323895404251629
1873-05-01,0.0002319305351420257
1873-05-02,0.0002319305351420257
1873-05-05,0.0002319305351420257
1873-05-06,0.0002319305351420257
1873-05-07,0.0002319305351420257
1873-05-08,0.0002319305351420257
1873-05-09,0.0002319305351420257
1873-05-12,0.0002319305351420257
1873-05-13,0.0002319305351420257
1873-05-14,0.0002319305351420257
1873-05-15,0.0002319305351420257
1873-05-16,0.0002319305351420257
1873-05-19,0.0002319305351420257
1873-05-20,0.0002319305351420257
1873-05-21,0.0002319305351420257
1873-05-22,0.0002319305351420257
1873-05-23,0.0002319305351420257
1873-05-26,0.0002319305351420257
1873-05-27,0.0002319305351420257
1873-05-28,0.0002319305351420257
1873-05-29,0.0002319305351420257
1873-05-30,0.0002319305351420257
1873-06-02,0.00025430793482464305
1873-06-03,0.00025430793482464305
1873-06-04,0.00025430793482464305
1873-06-05,0.00025430793482464305
1873-06-06,0.00025430793482464305
1873-06-09,0.00025430793482464305
1873-06-10,0.00025430793482464305
1873-06-11,0.00025430793482464305
1873-06-12,0.00025430793482464305
1873-06-13,0.00025430793482464305
1873-06-16,0.00025430793482464305
1873-06-17,0.00025430793482464305
1873-06-18,0.00025430793482464305
1873-06-19,0.00025430793482464305
1873-06-20,0.00025430793482464305
1873-06-23,0.00025430793482464305
1873-06-24,0.00025430793482464305
1873-06-25,0.00025430793482464305
1873-06-26,0.00025430793482464305
1873-06-27,0.00025430793482464305
1873-06-30,0.00025430793482464305
1873-07-01,0.0002326601451243215
1873-07-02,0.0002326601451243215
1873-07-03,0.0002326601451243215
1873-07-04,0.0002326601451243215
1873-07-07,0.0002326601451243215
1873-07-08,0.0002326601451243215
1873-07-09,0.0002326601451243215
1873-07-10,0.0002326601451243215
1873-07-11,0.0002326601451243215
1873-07-14,0.0002326601451243215
1873-07-15,0.0002326601451243215
1873-07-16,0.0002326601451243215
1873-07-17,0.0002326601451243215
1873-07-18,0.0002326601451243215
1873-07-21,0.0002326601451243215
1873-07-22,0.0002326601451243215
1873-07-23,0.0002326601451243215
1873-07-24,0.0002326601451243215
1873-07-25,0.0002326601451243215
1873-07-28,0.0002326601451243215
1873-07-29,0.0002326601451243215
1873-07-30,0.0002326601451243215
1873-07-31,0.0002326601451243215
1873-08-01,0.0002548182541837807
1873-08-04,0.0002548182541837807
1873-08-05,0.0002548182541837807
1873-08-06,0.0002548182541837807
1873-08-07,0.0002548182541837807
1873-08-08,0.0002548182541837807
1873-08-11,0.0002548182541837807
1873-08-12,0.0002548182541837807
1873-08-13,0.0002548182541837807
1873-08-14,0.0002548182541837807
1873-08-15,0.0002548182541837807
1873-08-18,0.0002548182541837807
1873-08-19,0.0002548182541837807
1873-08-20,0.0002548182541837807
1873-08-21,0.0002548182541837807
1873-08-22,0.0002548182541837807
1873-08-25,0.0002548182541837807
1873-08-26,0.0002548182541837807
1873-08-27,0.0002548182541837807
1873-08-28,0.0002548182541837807
1873-08-29,0.0002548182541837807
1873-09-01,0.00026331454058109574
1873-09-02,0.00026331454058109574
1873-09-03,0.00026331454058109574
1873-09-04,0.00026331454058109574
1873-09-05,0.00026331454058109574
1873-09-08,0.00026331454058109574
1873-09-09,0.00026331454058109574
1873-09-10,0.00026331454058109574
1873-09-11,0.00026331454058109574
1873-09-12,0.00026331454058109574
1873-09-15,0.00026331454058109574
1873-09-16,0.00026331454058109574
1873-09-17,0.00026331454058109574
1873-09-18,0.00026331454058109574
1873-09-19,0.00026331454058109574
1873-09-22,0.00026331454058109574
1873-09-23,0.00026331454058109574
1873-09-24,0.00026331454058109574
1873-09-25,0.00026331454058109574
1873-09-26,0.00026331454058109574
1873-09-29,0.00026331454058109574
1873-09-30,0.00026331454058109574
1873-11-03,0.00033919340689985854
1873-11-04,0.00033919340689985854
1873-11-05,0.00033919340689985854
1873-11-06,0.00033919340689985854
1873-11-07,0.00033919340689985854
1873-11-10,0.00033919340689985854
1873-11-11,0.00033919340689985854
1873-11-12,0.00033919340689985854
1873-11-13,0.00033919340689985854
1873-11-14,0.00033919340689985854
1873-11-17,0.00033919340689985854
1873-11-18,0.00033919340689985854
1873-11-19,0.00033919340689985854
1873-11-20,0.00033919340689985854
1873-11-21,0.00033919340689985854
1873-11-24,0.00033919340689985854
1873-11-25,0.00033919340689985854
1873-11-26,0.00033919340689985854
1873-11-27,0.00033919340689985854
1873-11-28,0.00033919340689985854
1873-12-01,0.0002696714986194077
1873-12-02,0.0002696714986194077
1873-12-03,0.0002696714986194077
1873-12-04,0.0002696714986194077
1873-12-05,0.0002696714986194077
1873-12-08,0.0002696714986194077
1873-12-09,0.0002696714986194077
1873-12-10,0.0002696714986194077
1873-12-11,0.0002696714986194077
1873-12-12,0.0002696714986194077
1873-12-15,0.0002696714986194077
1873-12-16,0.0002696714986194077
1873-12-17,0.0002696714986194077
1873-12-18,0.0002696714986194077
1873-12-19,0.0002696714986194077
1873-12-22,0.0002696714986194077
1873-12-23,0.0002696714986194077
1873-12-24,0.0002696714986194077
1873-12-25,0.0002696714986194077
1873-12-26,0.0002696714986194077
1873-12-29,0.0002696714986194077
1873-12-30,0.0002696714986194077
1873-12-31,0.0002696714986194077
1874-01-01,0.00027510400344265336
1874-01-02,0.00027510400344265336
1874-01-05,0.00027510400344265336
1874-01-06,0.00027510400344265336
1874-01-07,0.00027510400344265336
1874-01-08,0.00027510400344265336
1874-01-09,0.00027510400344265336
1874-01-12,0.00027510400344265336
1874-01-13,0.00027510400344265336
1874-01-14,0.00027510400344265336
1874-01-15,0.00027510400344265336
1874-01-16,0.00027510400344265336
1874-01-19,0.00027510400344265336
1874-01-20,0.00027510400344265336
1874-01-21,0.00027510400344265336
1874-01-22,0.00027510400344265336
1874-01-23,0.00027510400344265336
1874-01-26,0.00027510400344265336
1874-01-27,0.00027510400344265336
1874-01-28,0.00027510400344265336
1874-01-29,0.00027510400344265336
1874-01-30,0.00027510400344265336
1874-02-02,0.00028564087033435535
1874-02-03,0.00028564087033435535
1874-02-04,0.00028564087033435535
1874-02-05,0.00028564087033435535
1874-02-06,0.00028564087033435535
1874-02-09,0.00028564087033435535
1874-02-10,0.00028564087033435535
1874-02-11,0.00028564087033435535
1874-02-12,0.00028564087033435535
1874-02-13,0.00028564087033435535
1874-02-16,0.00028564087033435535
1874-02-17,0.00028564087033435535
1874-02-18,0.00028564087033435535
1874-02-19,0.00028564087033435535
1874-02-20,0.00028564087033435535
1874-02-23,0.00028564087033435535
1874-02-24,0.00028564087033435535
1874-02-25,0.00028564087033435535
1874-02-26,0.00028564087033435535
1874-02-27,0.00028564087033435535
1874-03-02,0.0002635053492875416
1874-03-03,0.0002635053492875416
1874-03-04,0.0002635053492875416
1874-03-05,0.0002635053492875416
1874-03-06,0.0002635053492875416
1874-03-09,0.0002635053492875416
1874-03-10,0.0002635053492875416
1874-03-11,0.0002635053492875416
1874-03-12,0.0002635053492875416
1874-03-13,0.0002635053492875416
1874-03-16,0.0002635053492875416
1874-03-17,0.0002635053492875416
1874-03-18,0.0002635053492875416
1874-03-19,0.0002635053492875416
1874-03-20,0.0002635053492875416
1874-03-23,0.0002635053492875416
1874-03-24,0.0002635053492875416
1874-03-25,0.0002635053492875416
1874-03-26,0.0002635053492875416
1874-03-27,0.0002635053492875416
1874-03-30,0.0002635053492875416
1874-03-31,0.0002635053492875416
1874-04-01,0.0002709300895666503
1874-04-02,0.0002709300895666503
1874-04-03,0.0002709300895666503
1874-04-06,0.0002709300895666503
1874-04-07,0.0002709300895666503
1874-04-08,0.0002709300895666503
1874-04-09,0.0002709300895666503
1874-04-10,0.0002709300895666503
1874-04-13,0.0002709300895666503
1874-04-14,0.0002709300895666503
1874-04-15,0.0002709300895666503
1874-04-16,0.0002709300895666503
1874-04-17,0.0002709300895666503
1874-04-20,0.0002709300895666503
1874-04-21,0.0002709300895666503
1874-04-22,0.0002709300895666503
1874-04-23,0.0002709300895666503
1874-04-24,0.0002709300895666503
1874-04-27,0.0002709300895666503
1874-04-28,0.0002709300895666503
1874-04-29,0.0002709300895666503
1874-04-30,0.0002709300895666503
1874-05-01,0.0002914109365924489
1874-05-04,0.0002914109365924489
1874-05-05,0.0002914109365924489
1874-05-06,0.0002914109365924489
1874-05-07,0.0002914109365924489
1874-05-08,0.0002914109365924489
1874-05-11,0.0002914109365924489
1874-05-12,0.0002914109365924489
1874-05-13,0.0002914109365924489
1874-05-14,0.0002914109365924489
1874-05-15,0.0002914109365924489
1874-05-18,0.0002914109365924489
1874-05-19,0.0002914109365924489
1874-05-20,0.0002914109365924489
1874-05-21,0.0002914109365924489
1874-05-22,0.0002914109365924489
1874-05-25,0.0002914109365924489
1874-05-26,0.0002914109365924489
1874-05-27,0.0002914109365924489
1874-05-28,0.0002914109365924489
1874-05-29,0.0002914109365924489
1874-06-01,0.0002794085355647523
